Prospect Type,Gatekeeper / Organization,Decision Maker / Role,Category,Institution / Community,Geography,Approx. Reachable Group Size,Best Contact,Contact Type,Contact URL,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10),Source URL,Verification Date,Outreach Status,Notes
Initial User Gatekeeper,Hack the Valley,,Hackathon Organizer,Major League Hacking member event,"Scarborough, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://hackthevalley.io,https://hackthevalley.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,LA Hacks AI Hackathon,,Hackathon Organizer,Major League Hacking member event,"Los Angeles, California, US",,Organizer contact / partnership route on event website,Website / contact form,https://ai.lahacks.com,https://ai.lahacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackTX,,Hackathon Organizer,Major League Hacking member event,"Austin, Texas, US",,Organizer contact / partnership route on event website,Website / contact form,https://hacktx.com,https://hacktx.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,hackCBS,,Hackathon Organizer,Major League Hacking member event,"New Delhi, IN",,Organizer contact / partnership route on event website,Website / contact form,https://hackcbs.tech,https://hackcbs.tech,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackUTD,,Hackathon Organizer,Major League Hacking member event,"Richardson, Texas, US",,Organizer contact / partnership route on event website,Website / contact form,https://zeroday.hackutd.co,https://zeroday.hackutd.co,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,MakeCU,,Hackathon Organizer,Major League Hacking member event,"New York, New York, US",,Organizer contact / partnership route on event website,Website / contact form,https://v0-curc-makecu.vercel.app,https://v0-curc-makecu.vercel.app,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackRPI,,Hackathon Organizer,Major League Hacking member event,"Troy, New York, US",,Organizer contact / partnership route on event website,Website / contact form,https://hackrpi.com,https://hackrpi.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackUMass,,Hackathon Organizer,Major League Hacking member event,"Amherst, Massachusetts, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.hackumass.com,https://www.hackumass.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,DurHack,,Hackathon Organizer,Major League Hacking member event,"Durham, County Durham, GB",,Organizer contact / partnership route on event website,Website / contact form,https://durhack.com,https://durhack.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,DeltaHacks,,Hackathon Organizer,Major League Hacking member event,"Hamilton, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://www.deltahacks.com,https://www.deltahacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,UofTHacks,,Hackathon Organizer,Major League Hacking member event,"Toronto, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://uofthacks.com,https://uofthacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,uOttaHack,,Hackathon Organizer,Major League Hacking member event,"Ottawa, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://2027.uottahack.ca,https://2027.uottahack.ca,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,nwHacks,,Hackathon Organizer,Major League Hacking member event,"Vancouver, British Columbia, CA",,Organizer contact / partnership route on event website,Website / contact form,https://nwhacks.io,https://nwhacks.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Hackville,,Hackathon Organizer,Major League Hacking member event,"Mississauga, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://hackville.io,https://hackville.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Hoya Hacks,,Hackathon Organizer,Major League Hacking member event,"Washington, DC, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.hoyahacks.com,https://www.hoyahacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,ElleHacks,,Hackathon Organizer,Major League Hacking member event,"Toronto, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://ellehacks.com,https://ellehacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
